name,gene_product,complex_annotation,localization,go_terms,localization_group
mena,DMK-MONOMER,DMK-MONOMER,IM,GO:0005887; GO:0032194; GO:0042371; GO:0016765; GO:0000287; GO:0016740; GO:0004659; GO:0005886; GO:0016021; GO:0016020; GO:0009234; GO:0046428,envelope
mepa,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,PE,GO:0004222; GO:0016787; GO:0030288; GO:0004252; GO:0004175; GO:0046872; GO:0042597; GO:0008237; GO:0008233; GO:0006508; GO:0000270; GO:0042493; GO:0009252,envelope
meti,L-methionine/D-methionine ABC transporter membrane subunit,L-methionine/D-methionine ABC transporter,IM,GO:0055085; GO:1902475; GO:0048473; GO:0055052; GO:0005887; GO:0015191; GO:0048474; GO:0015821; GO:0005515; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
mglc,D-galactose/methyl-galactoside ABC transporter membrane subunit,D-galactose / methyl-&beta;-D-galactoside ABC transporter,IM,GO:0055085; GO:0022857; GO:0015765; GO:0015592; GO:0015757; GO:0005354; GO:0043190; GO:0005887; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0008643,envelope
mgta,Mg2+ importing P-type ATPase,Mg2+ importing P-type ATPase,IM,GO:0015662; GO:0071286; GO:0005515; GO:1903830; GO:0005887; GO:0015693; GO:0005886; GO:0046872; GO:0016021; GO:0016020; GO:0005524; GO:0000166; GO:0015444,envelope
mhpt,3-hydroxyphenylpropionate/3-hydroxycinnamate:H+ symporter,3-hydroxyphenylpropionate/3-hydroxycinnamate:H+ symporter,IM,GO:0022857; GO:0015293; GO:0055085; GO:0005887; GO:0042920; GO:0015540; GO:0005886; GO:0016021; GO:0016020,envelope
mlae,"intermembrane phospholipid transport system, integral membrane subunit MlaE",intermembrane phospholipid transport system,IM,GO:0005548; GO:0120014; GO:0120010; GO:0043190; GO:0032991; GO:0015914; GO:0005886; GO:0016021; GO:0016020,envelope
mltb,membrane-bound lytic murein transglycosylase B,membrane-bound lytic murein transglycosylase B,LPO,GO:0036405; GO:0030288; GO:0008932; GO:0005515; GO:0005509; GO:0031402; GO:0009253; GO:0071555; GO:0016829; GO:0016020; GO:0008933; GO:0009279,envelope
mltb,membrane-bound lytic murein transglycosylase B,membrane-bound lytic murein transglycosylase B,LPO,GO:0036405; GO:0030288; GO:0008932; GO:0005515; GO:0005509; GO:0031402; GO:0009253; GO:0071555; GO:0016829; GO:0016020; GO:0008933; GO:0009279;GO:0005515; GO:0009274; GO:0008932; GO:0009253; GO:0071555; GO:0042597; GO:0016020; GO:0004553; GO:0000270; GO:0030288; GO:0008933; GO:0016829,envelope
mltd,membrane-bound lytic murein transglycosylase D,membrane-bound lytic murein transglycosylase D,LPO,GO:0051301; GO:0036405; GO:0051353; GO:0008932; GO:0071555; GO:0000270; GO:0008933; GO:0016829; GO:0005886; GO:0016020,envelope
mmup,B0260-MONOMER,B0260-MONOMER,IM,GO:0055085; GO:0022857; GO:0015171; GO:0003333; GO:0006865; GO:0015806; GO:0000100; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0009086,envelope
mnth,Mn2+/Fe2+: H+ symporter MntH,Mn2+/Fe2+: H+ symporter MntH,IM,GO:0071281; GO:0046872; GO:0046873; GO:0005515; GO:1902600; GO:0071421; GO:0070574; GO:0055085; GO:0016020; GO:0006811; GO:0030001; GO:0015691; GO:0015086; GO:0015078; GO:0006826; GO:0006824; GO:0005384; GO:0034599; GO:0005886; GO:0016021; GO:0015293; GO:0006828; GO:0015292,envelope
modb,molybdate ABC transporter membrane subunit,molybdate ABC transporter,IM,GO:0055085; GO:0005887; GO:0043190; GO:0015689; GO:0015098; GO:0005886; GO:0016021; GO:0016020,envelope
mota,motility protein A,flagellum,IM,GO:0120101; GO:0071978; GO:0071973; GO:0097588; GO:0016020; GO:0005886; GO:0016021; GO:0006935; GO:0006811,envelope
mota,motility protein A,flagellar motor complex,IM,GO:0120101; GO:0071978; GO:0071973; GO:0097588; GO:0016020; GO:0005886; GO:0016021; GO:0006935; GO:0006811,envelope
motb,motility protein B,motility protein B,IM,GO:0120101; GO:0005887; GO:0097588; GO:0016020; GO:0005886; GO:0016021; GO:0006935,envelope
mray,PHOSNACMURPENTATRANS-MONOMER,PHOSNACMURPENTATRANS-MONOMER,IM,GO:0044038; GO:0016780; GO:0005887; GO:0071555; GO:0016740; GO:0051992; GO:0005886; GO:0051301; GO:0016021; GO:0016020; GO:0008360; GO:0007049; GO:0008963; GO:0009252,envelope
mrcb,"PBP1B&gamma; // ""peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB""","PBP1B&gamma; // ""peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB""",IM,GO:0051518; GO:0004180; GO:0071723; GO:0010165; GO:0006508; GO:0005887; GO:0030288; GO:0071555; GO:0009274; GO:0016787; GO:0016757; GO:0016740; GO:0008233; GO:0008152; GO:0003824; GO:0005515; GO:0005886; GO:0008144; GO:0009002; GO:0046677; GO:0016021; GO:0016020; GO:0008658; GO:0008360; GO:0008955; GO:0009252,envelope
mrdb,SEDS family protein MrdB,SEDS family protein MrdB,IM,GO:0032153; GO:0015836; GO:0015648; GO:0005887; GO:0071555; GO:0016757; GO:0016740; GO:0008955; GO:0051301; GO:0009252; GO:0005886; GO:0016021; GO:0016020; GO:0008360,envelope
mred,cell shape determining protein MreD,cell shape determining protein MreD,IM,GO:0005887; GO:0005515; GO:0005886; GO:0016021; GO:0016020; GO:0008360,envelope
msck,"potassium dependent, small conductance mechanosensitive channel","potassium dependent, small conductance mechanosensitive channel",IM,GO:0005623; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0006813; GO:0006811; GO:0008381; GO:0009992,envelope
mtga,peptidoglycan glycosyltransferase MtgA,peptidoglycan glycosyltransferase MtgA,IM,GO:0016757; GO:0005887; GO:0071555; GO:0005515; GO:0016740; GO:0016020; GO:0016763; GO:0009274; GO:0005886; GO:0043164; GO:0008955; GO:0016021; GO:0008360; GO:0009252,envelope
mtla,mannitol-specific PTS enzyme IICBA component,mannitol-specific PTS enzyme II,IM,GO:0034219; GO:0022872; GO:0015795; GO:0090565; GO:0005887; GO:0015797; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,envelope
mtr,tryptophan:H+ symporter Mtr,tryptophan:H+ symporter Mtr,IM,GO:0016021; GO:0016020; GO:0015801; GO:0015173; GO:0006865; GO:0005886; GO:0015827; GO:0005300; GO:0003333; GO:0015293; GO:0022804; GO:0005887,envelope
murj,lipid II flippase MurJ,lipid II flippase MurJ,IM,GO:0034204; GO:0000935; GO:1901612; GO:0034203; GO:0071555; GO:0008360; GO:0015836; GO:0015648; GO:0005887; GO:0005886; GO:0009252; GO:0016021; GO:0016020,envelope
murp,N-acetylmuramic acid-specific PTS enzyme IICB component / anhydro-N-acetylmuramic acid transporter,N-acetylmuramic acid-specific PTS enzyme II,IM,GO:0090588; GO:0005887; GO:0034219; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,envelope
mzra,modulator protein MzrA,modulator protein MzrA,IM,GO:0005887; GO:0016020; GO:0005515; GO:0005886; GO:0045859; GO:0019901; GO:0016021,envelope
nanm,N-acetylneuraminate mutarotase,<i>N</i>-acetylneuraminate mutarotase,PE,GO:0042597; GO:0016853; GO:0005975; GO:0016857; GO:0030288,envelope
napa,periplasmic nitrate reductase subunit NapA,periplasmic nitrate reductase,PE,GO:0022900; GO:0009055; GO:0006777; GO:0005506; GO:0043546; GO:0050140; GO:0051536; GO:0046872; GO:0016491; GO:0009061; GO:0005515; GO:0055114; GO:0042128; GO:0030288; GO:0051539; GO:0042597; GO:0030151; GO:0008940,envelope
napb,periplasmic nitrate reductase cytochrome c550 protein,periplasmic nitrate reductase,PE,GO:0005515; GO:0055114; GO:0030288; GO:0046872; GO:0042597; GO:0009061,envelope
napc,periplasmic nitrate reductase cytochrome c protein,periplasmic nitrate reductase cytochrome c protein,IM,GO:0022900; GO:0005887; GO:0009055; GO:0055114; GO:0020037; GO:0019333; GO:0005886; GO:0046872; GO:0016021; GO:0016020; GO:0009061,envelope
napg,ferredoxin-type protein NapG,ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH,PE,GO:0042597; GO:0005886; GO:0055114; GO:0030288; GO:0051539; GO:0051536; GO:0046872,envelope
naph,ferredoxin-type protein NapH,ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH,IM,GO:0055114; GO:0005886; GO:0051539; GO:0051536; GO:0046872; GO:0016021; GO:0016020,envelope
nari,nitrate reductase A subunit &gamma;,nitrate reductase A,IM,GO:0019645; GO:0005887; GO:0044799; GO:0020037; GO:0055114; GO:0046872; GO:0016020; GO:0009325; GO:0042128; GO:0016021; GO:0016491; GO:0005886; GO:0008940; GO:0009061; GO:0009055,envelope
nark,nitrate:nitrite antiporter NarK,nitrate:nitrite antiporter NarK,IM,GO:0015113; GO:0005887; GO:0055085; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015706; GO:0015707; GO:0015112; GO:0005452; GO:0015513; GO:0015514,envelope
narq,"sensory histidine kinase NarQ  - phosphorylated // ""sensory histidine kinase NarQ""",sensory histidine kinase NarQ,IM,GO:0000160; GO:0023014; GO:0018106; GO:0016740; GO:0016301; GO:0007165; GO:0004673; GO:0046983; GO:0042128; GO:0005524; GO:0016310; GO:0071249; GO:0071250; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0000155,envelope
narq,"sensory histidine kinase NarQ  - phosphorylated // ""sensory histidine kinase NarQ""",sensory histidine kinase NarQ  - phosphorylated,IM,GO:0000160; GO:0023014; GO:0018106; GO:0016740; GO:0016301; GO:0007165; GO:0004673; GO:0046983; GO:0042128; GO:0005524; GO:0016310; GO:0071249; GO:0071250; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0000155,envelope
naru,nitrate/nitrite transporter NarU,nitrate/nitrite transporter NarU,IM,GO:0005887; GO:0015113; GO:0055085; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015706; GO:0015707; GO:0015112; GO:0015514,envelope
narv,nitrate reductase Z subunit &gamma;,nitrate reductase Z,IM,GO:0009055; GO:0019645; GO:0009061; GO:0020037; GO:0055114; GO:0009325; GO:0042128; GO:0016020; GO:0016491; GO:0046872; GO:0005886; GO:0016021; GO:0008940,envelope
narx,sensory histidine kinase NarX,sensory histidine kinase NarX,IM,GO:0006974; GO:0005515; GO:0042803; GO:0005887; GO:0030288; GO:0000160; GO:0006470; GO:0023014; GO:0018106; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0046983; GO:0042128; GO:0005524; GO:0004721; GO:0046777; GO:0071249; GO:0071250; GO:0000166; GO:0005886; GO:0016021; GO:0016020; GO:0000155,envelope
nepi,purine ribonucleoside exporter,purine ribonucleoside exporter,IM,GO:0055085; GO:0015860; GO:0015211; GO:0005886; GO:0016021; GO:0016020,envelope
nfra,bacteriophage N4 outer membrane receptor,bacteriophage N4 outer membrane receptor,OM,GO:0046813; GO:0016020; GO:0009279,envelope
nhaa,Na+:H+ antiporter NhaA,Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA,IM,GO:0015081; GO:0005623; GO:1901612; GO:0006885; GO:0043157; GO:0015385; GO:0036376; GO:0051453; GO:0005887; GO:0015297; GO:0006811; GO:0005886; GO:0016021; GO:0016020; GO:0006883; GO:0006814,envelope
nhab,Na+:H+ antiporter NhaB,Na+:H+ antiporter NhaB,IM,GO:0015081; GO:0005887; GO:0005623; GO:0035725; GO:0016020; GO:0015297; GO:0006811; GO:0005886; GO:0010226; GO:0016021; GO:0015385; GO:0015491; GO:1902600; GO:0006814; GO:0051452; GO:0006883,envelope
nika,Ni(2+) ABC transporter periplasmic binding protein,Ni(2+) ABC transporter,PE,GO:1904680; GO:0042886; GO:0005515; GO:0055085; GO:0046914; GO:0043190; GO:0051540; GO:0015675; GO:0030288; GO:0050919; GO:0020037; GO:0042597; GO:0016151,envelope
nikc,Ni(2+) ABC transporter membrane subunit NikC,Ni(2+) ABC transporter,IM,GO:0071916; GO:0035442; GO:0055085; GO:0055052; GO:0005887; GO:0015675; GO:0006811; GO:0016151; GO:0035444; GO:0015099; GO:0005886; GO:0016021; GO:0016020; GO:0015413,envelope
nirc,NIRC-MONOMER,NIRC-MONOMER,IM,GO:0015706; GO:0055085; GO:0022857; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015513; GO:0015707,envelope
nlpc,NlpC/P60 family lipoprotein NlpC,NlpC/P60 family lipoprotein NlpC,LPO,GO:0030288; GO:0016787; GO:0008234; GO:0008233; GO:0006508; GO:0005886; GO:0016020,envelope
nrfa,cytochrome c552 nitrite reductase,periplasmic nitrite reductase NrfAB,PE,GO:0005506; GO:0042279; GO:0046872; GO:0020037; GO:0019645; GO:0030288; GO:0042128; GO:0005509; GO:0006807; GO:0016491; GO:0042597; GO:0055114; GO:0016966,envelope
nuol,NADH:quinone oxidoreductase subunit L,NADH:quinone oxidoreductase I,IM,GO:0016021; GO:0016020; GO:0055114; GO:0042773; GO:0015990; GO:0030964; GO:0005886; GO:0045272; GO:0048038; GO:0005887; GO:0008137,envelope
nuom,NADH:quinone oxidoreductase subunit M,NADH:quinone oxidoreductase subunit M,IM,GO:0055114; GO:0048038; GO:0016021; GO:0016020; GO:0042773; GO:0015990; GO:0048039; GO:0030964; GO:0005886; GO:0045272; GO:0005887; GO:0008137; GO:0009060,envelope
nuon,NADH:quinone oxidoreductase subunit N,NADH:quinone oxidoreductase I,IM,GO:0050136; GO:0055114; GO:0016021; GO:0016020; GO:0015990; GO:0042773; GO:0030964; GO:0005886; GO:0045272; GO:0048038; GO:0005887; GO:0008137; GO:0009060,envelope
nupc,nucleoside:H+ symporter NupC,nucleoside:H+ symporter NupC,IM,GO:0005337; GO:0015862; GO:0015861; GO:1901642; GO:0015213; GO:0015212; GO:0016021; GO:0016020; GO:0015858; GO:0015506; GO:0005887; GO:0005886,envelope
nupg,nucleoside:H+ symporter NupG,nucleoside:H+ symporter NupG,IM,GO:0015506; GO:1901642; GO:0072531; GO:0015861; GO:0032238; GO:0015864; GO:0015860; GO:0015214; GO:0015212; GO:0016021; GO:0016020; GO:0015858; GO:0005886; GO:0005337; GO:0015862; GO:0015213; GO:0005887,envelope
ompn,outer membrane porin N,outer membrane porin N,OM,GO:0034220; GO:0034219; GO:0046930; GO:0016021; GO:0016020; GO:0006811; GO:0009279; GO:0015288,envelope
ompw,outer membrane protein W,outer membrane protein W,OM,GO:0055085; GO:0019867; GO:0009279; GO:0016021; GO:0016020; GO:0005515,envelope
opgc,protein required for succinyl modification of osmoregulated periplasmic glucans,protein required for succinyl modification of osmoregulated periplasmic glucans,IM,GO:0009250; GO:0016747; GO:0016746; GO:0016740; GO:0016741; GO:0016748; GO:0009311; GO:0005886; GO:0016021; GO:0016020,envelope
oppb,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB,oligopeptide ABC transporter,IM,GO:0055085; GO:0015834; GO:0015640; GO:0043190; GO:0035672; GO:0015833; GO:0015031; GO:0016020; GO:0005886; GO:0015421; GO:0016021,envelope
oppb,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB,murein tripeptide ABC transporter,IM,GO:0055085; GO:0015834; GO:0015640; GO:0043190; GO:0035672; GO:0015833; GO:0015031; GO:0016020; GO:0005886; GO:0015421; GO:0016021,envelope
oppc,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC,oligopeptide ABC transporter,IM,GO:0055085; GO:0015834; GO:0015640; GO:0035672; GO:0015421; GO:0015833; GO:0015031; GO:0016020; GO:0005886; GO:0043190; GO:0016021,envelope
oppc,murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppC,murein tripeptide ABC transporter,IM,GO:0055085; GO:0015834; GO:0015640; GO:0035672; GO:0015421; GO:0015833; GO:0015031; GO:0016020; GO:0005886; GO:0043190; GO:0016021,envelope
osmb,osmotically-inducible lipoprotein OsmB,osmotically-inducible lipoprotein OsmB,LPO,GO:0030288; GO:0019867; GO:0005886; GO:0016020,envelope
osmf,glycine betaine ABC transporter periplasmic binding protein OsmF,"glycine betaine ABC transporter, non-osmoregulatory",PE,GO:0055085; GO:0043190; GO:0022857; GO:0005886; GO:0006865; GO:0071474; GO:0031460; GO:0030288; GO:0042597,envelope
panf,PANF-MONOMER,PANF-MONOMER,IM,GO:0036376; GO:0022857; GO:0055085; GO:0015887; GO:0015233; GO:0015081; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0006814; GO:0006811,envelope
pbpc,peptidoglycan glycosyltransferase PbpC,peptidoglycan glycosyltransferase PbpC,IM,GO:0046677; GO:0016787; GO:0008233; GO:0008152; GO:0006508; GO:0004180; GO:0003824; GO:0005887; GO:0030288; GO:0008144; GO:0005515; GO:0071555; GO:0016757; GO:0016740; GO:0008658; GO:0051781; GO:0005886; GO:0008955; GO:0016021; GO:0016020; GO:0008360; GO:0009252,envelope
pbpg,peptidoglycan DD-endopeptidase PbpG,peptidoglycan DD-endopeptidase PbpG,PE,GO:0016787; GO:0009002; GO:0006508; GO:0030288; GO:0004175; GO:0043093; GO:0000270; GO:0042597; GO:0008360; GO:0071555; GO:0042493; GO:0009252,envelope
pgad,poly-N-acetyl-D-glucosamine synthase subunit PgaD,poly-<i>N</i>-acetyl-D-glucosamine synthase,IM,GO:0043709; GO:0005515; GO:0043708; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
pgpa,phosphatidylglycerophosphatase A,phosphatidylglycerophosphatase A,IM,GO:0046872; GO:0046839; GO:0042577; GO:0032026; GO:0016787; GO:0006629; GO:0016021; GO:0016020; GO:0005886; GO:0016042; GO:0006655; GO:0046474; GO:0005887; GO:0009395; GO:0008962,envelope
pgpb,phosphatidylglycerophosphatase B,phosphatidylglycerophosphatase B,IM,GO:0016311; GO:0016787; GO:0016021; GO:0016020; GO:0006629; GO:0016042; GO:0009395; GO:0008195; GO:0006655; GO:0000810; GO:0009252; GO:0046474; GO:0005887; GO:0005886; GO:0008962; GO:0050380; GO:0009279,envelope
pgsa,CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase,CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase,IM,GO:0046474; GO:0016020; GO:0016780; GO:0016740; GO:0006629; GO:0006655; GO:0005886; GO:0016021; GO:0008444; GO:0008654,envelope
phep,PHEP-MONOMER,PHEP-MONOMER,IM,GO:0055085; GO:0022857; GO:0015823; GO:0005886; GO:0016021; GO:0016020; GO:0006865,envelope
phnd,phosphonate/phosphate ABC transporter periplasmic binding protein,cryptic phosphonate/phosphate ABC transporter,PE,GO:0043190; GO:0055085; GO:0015716; GO:0042597,envelope
phoa,alkaline phosphatase,alkaline phosphatase,PE,GO:0006470; GO:0004721; GO:0055114; GO:0046872; GO:0016791; GO:0016787; GO:0003824; GO:0030288; GO:0030613; GO:0033748; GO:0016311; GO:0042597; GO:0008270; GO:0005515; GO:0000287; GO:0004035,envelope
phoe,outer membrane porin PhoE,outer membrane porin PhoE,OM,GO:0034220; GO:0015288; GO:0046930; GO:0016021; GO:0016020; GO:0006811; GO:0009279,envelope
phoq,sensor histidine kinase PhoQ,bifunctional sensor histidine kinase PhoQ,IM,GO:0005515; GO:0007234; GO:0042802; GO:0000160; GO:0005887; GO:0006470; GO:0023014; GO:0016787; GO:0004721; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0018106; GO:0046777; GO:0010350; GO:0005886; GO:0046872; GO:0016021; GO:0016020; GO:0005524; GO:0000166; GO:0000155,envelope
phoq,sensor histidine kinase PhoQ,PhoQ-<i>N</i>-phospho-L-histidine,IM,GO:0005515; GO:0007234; GO:0042802; GO:0000160; GO:0005887; GO:0006470; GO:0023014; GO:0016787; GO:0004721; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0007165; GO:0004673; GO:0018106; GO:0046777; GO:0010350; GO:0005886; GO:0046872; GO:0016021; GO:0016020; GO:0005524; GO:0000166; GO:0000155,envelope
phor,sensor histidine kinase PhoR,sensor histidine kinase PhoR,IM,GO:0005887; GO:0005829; GO:0000160; GO:0005515; GO:0006470; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0004673; GO:0006355; GO:0006817; GO:0046777; GO:0016036; GO:0004721; GO:0000166; GO:0005886; GO:0016021; GO:0005524; GO:0000155,envelope
phor,sensor histidine kinase PhoR,PhoR-<i>N</i>-phospho-L-histidine,IM,GO:0005887; GO:0005829; GO:0000160; GO:0005515; GO:0006470; GO:0023014; GO:0018106; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0007165; GO:0004673; GO:0006355; GO:0006817; GO:0046777; GO:0016036; GO:0004721; GO:0000166; GO:0005886; GO:0016021; GO:0005524; GO:0000155,envelope
pitb,metal phosphate:H+ symporter PitB,metal phosphate:H+ symporter PitB,IM,GO:0006817; GO:0005887; GO:0035435; GO:0005315; GO:0005886; GO:0016021; GO:0016020,envelope
plsc,1-acylglycerol-3-phosphate O-acyltransferase,1-acylglycerol-3-phosphate O-acyltransferase,IM,GO:0006654; GO:0005887; GO:0006629; GO:0016024; GO:0005886; GO:0016740; GO:0016020; GO:0016746; GO:0003841; GO:0008654,envelope
pnuc,PNUC-MONOMER,PNUC-MONOMER,IM,GO:0034257; GO:0034258; GO:0005887; GO:0005886; GO:0016021; GO:0016020,envelope
potb,spermidine preferential ABC transporter membrane subunit PotB,spermidine preferential ABC transporter,IM,GO:0055085; GO:0015595; GO:0043190; GO:0005887; GO:1903711; GO:0015847; GO:0016020; GO:0005886; GO:0016021,envelope
potc,spermidine preferential ABC transporter membrane subunit PotC,spermidine preferential ABC transporter,IM,GO:0055085; GO:0043190; GO:0015595; GO:0005887; GO:0015847; GO:1903711; GO:0016020; GO:0005886; GO:0016021,envelope
